Country Name,Country Code,Total Population,Access to Electricity (%),Population Growth Rate,Urban Population Growth Rate,Urban Population,Political Stability Index,Regulatory Quality Index,Logistics Performance Index,GDP per Capita Growth (%),GDP per Capita (current US$),Chicken Meat Production (kg),Import Quantity (kg),Export Quantity (kg),Poultry Consumption (kg)
Luxembourg,LUX,653103.0,100.0,2.01666790212729,2.24454734230888,600078.0,1.06439006328583,1.83396697044373,3.6,-3.06966026928997,123719.658915996,0.0,9171910.0,697610.0,12844214.228835
Latvia,LVA,1879383.0,100.0,-0.271369577775699,-0.097613368831783,1288129.0,0.48640912771225,1.17088675498962,3.5,2.08341978656944,20227.2307431581,36560000.0,34159140.0,13349290.0,54157243.978266
Moldova,MDA,2528654.0,100.0,-2.62110760462091,-2.21492294880021,1091696.0,-0.659070193767548,0.101790711283684,2.5,-2.06640426092299,5744.29618434435,45759100.0,20479240.0,95050.0,57502932.14662
Mexico,MEX,128613117.0,100.0,0.753116988604166,1.10305152269145,104562464.0,-0.689268112182617,-0.148309499025345,2.9,2.93285765177889,11402.1410374782,3781735200.0,1047430730.0,251230.0,4950985860.9547615
North Macedonia,MKD,1831712.0,100.0,-0.294481335654044,0.268721166237247,1082872.0,0.180839285254478,0.452958881855011,3.1,3.06193588427661,7606.2375253797,1942000.0,32680040.0,656830.0,37531082.82944
Malta,MLT,531113.0,100.0,2.47100289980875,2.53944959067454,503893.0,0.911014318466187,0.674093782901764,3.3,1.72439273070553,36224.2819955817,4250000.0,4956640.0,2580.0,12875054.394224001
Montenegro,MNE,623591.0,100.0,-0.234174139002603,0.263129220513918,425065.0,-0.140881478786469,0.543230414390564,2.8,6.65614923812706,9990.20444616996,1949480.0,9939920.0,460.0,12227818.195565
Mauritius,MUS,1262523.0,100.0,-0.301401216835277,-0.215590864284297,515236.0,0.830023586750031,1.16610610485077,2.5,9.02116317337462,10223.7882316574,55700000.0,112410.0,2170.0,58045297.889628
Malaysia,MYS,34695493.0,100.0,1.1977720012836,1.8622597297284,27136733.0,0.163117811083794,0.644006609916687,3.6,7.56568334141943,11748.0919307944,1543425400.0,176356730.0,12742090.0,1800761904.050221
Namibia,NAM,2889662.0,56.2,2.77600581415178,4.55426687204043,1559146.0,0.559885740280151,-0.0150013873353601,2.9,2.51308806464795,4349.79908493314,12007730.0,59767980.0,30752280.0,24283864.108048
Nigeria,NGA,223150896.0,60.5,2.09281687128387,3.55143301410608,119432591.0,-1.77890145778656,-1.15594470500946,2.6,1.11326739395624,2139.37478476974,355582900.0,162000.0,10.0,356222135.085336
Nicaragua,NIC,6730654.0,86.5,1.28466010240759,1.75422322133745,4008508.0,-0.35851177573204,-0.91473376750946,2.5,2.22853832012306,2322.89053964583,154153890.0,9608930.0,74270.0,164676656.64891
Netherlands,NLD,17700982.0,100.0,0.953278922854537,1.29190256441993,16441734.0,0.726799547672272,1.71227204799652,4.1,4.0109788096194,59123.318556487,863970000.0,619335690.0,1090000380.0,239281945.479928
Norway,NOR,5457127.0,100.0,0.898395220610608,1.30682716607906,4565651.0,0.86123925447464,1.5161395072937,3.7,2.32282354360895,109269.520580298,105614000.0,967480.0,75250.0,116899311.23205401
Oman,OMN,4730226.0,100.0,4.98013669293962,5.78794324429313,4150773.0,0.532249212265015,0.432644993066788,3.3,2.73958764672784,23223.5829405935,6820670.0,95139770.0,18361800.0,87315743.137956
Peru,PER,33475438.0,96.2,0.959183909355287,1.22380404491013,26347848.0,-0.487095445394516,0.20857498049736,3.0,1.82762015025182,7350.63034300417,1801776200.0,80660930.0,3320.0,1479114236.55628
Philippines,PHL,113964338.0,94.8,0.760479216015364,1.37306015828637,54676670.0,-0.655268549919128,0.0627855956554413,3.3,6.76595410569132,3548.06930572116,1437322400.0,342864090.0,9470.0,1817743043.391152
Poland,POL,36821749.0,100.0,-0.433070695882457,-0.334908198715239,22142391.0,0.505146443843842,0.717305660247803,3.6,5.7122759744731,18891.213529396,2231610000.0,30154820.0,1041906340.0,1129026810.859295
Portugal,PRT,10434332.0,100.0,0.697256448023043,1.48993226353809,7030757.0,0.795802593231201,0.762673318386078,3.4,6.24247071394031,24620.519556875,314170000.0,48015170.0,21931380.0,337648096.86088
Paraguay,PRY,6760464.0,100.0,1.13476871860664,1.64868158416131,4246788.0,0.0355493128299713,-0.169901669025421,2.7,-0.954302474185837,6205.6259537937,76142660.0,57850.0,9051450.0,70790968.371552
Romania,ROU,19048502.0,100.0,-0.385412679960785,-0.0913417481641173,10379338.0,0.431136310100555,0.364533066749573,3.2,4.36677630016675,15557.8826247584,475450000.0,86449920.0,76891180.0,421824467.052516
Russian Federation,RUS,144236933.0,100.0,-0.352843110363082,-0.096945927923472,108359438.0,-1.00599670410156,-1.14197266101837,2.6,-1.73318663190568,15619.6142578125,5308201000.0,49613090.0,217515210.0,4907840499.121921
Rwanda,RWA,13651030.0,50.6,2.19046619232976,3.05759954506254,2419099.0,0.082752451300621,0.16292978823185,2.8,5.81773274151854,975.469323979541,10872230.0,3914340.0,2465270.0,10332528.766841
Saudi Arabia,SAU,32175224.0,100.0,4.41891994509507,4.68009545469682,27261746.0,-0.355806291103363,0.418585479259491,3.4,7.15912905732745,38510.2276211037,1130000000.0,513726190.0,36645480.0,1659143418.00488
El Salvador,SLV,6280319.0,100.0,0.39146192798287,1.26326826892377,4695606.0,-0.352474838495255,-0.462724059820175,2.7,2.55237486650837,5074.60210221806,159500000.0,12843140.0,1474220.0,177799190.86066502
Serbia,SRB,6664449.0,100.0,-2.5170575672922,-2.1259518720739,3790272.0,-0.174069464206696,0.137092441320419,2.8,5.24705329134949,10022.9688543402,115618000.0,11815720.0,4948740.0,81212149.122324
Slovenia,SVN,2112076.0,100.0,0.189424378732817,0.77222896786318,1177503.0,0.709335088729858,0.694944024085999,3.3,2.50488548462423,28373.8382265999,68440000.0,15525130.0,20206180.0,54843130.63473199
Sweden,SWE,10486941.0,100.0,0.68058286829853,0.968032399844047,9280104.0,0.910905122756958,1.68157696723938,4.0,0.771118404155686,55296.9371472535,167170000.0,59789200.0,35136680.0,172475383.779762
Togo,TGO,9089738.0,57.2,2.35270895960531,3.64283554112382,3992304.0,-0.788051605224609,-0.562867999076843,2.5,3.30037029854027,898.758154410712,28443020.0,19650370.0,14500.0,48402367.6400432
Thailand,THA,71735329.0,99.9,0.0111485454856964,1.39334329150934,37940098.0,-0.393339306116104,0.165019407868385,3.5,2.56894316437668,6909.35281815827,1807392800.0,929330.0,357091270.0,800138944.285147
Tajikistan,TJK,10182222.0,100.0,2.13728529423458,3.0063272521799,2847764.0,-0.740999102592468,-1.19797742366791,2.5,5.71622455034235,1052.17949484894,16309260.0,892140.0,23120.0,27370156.8951036
Trinidad and Tobago,TTO,1365805.0,100.0,-0.128266918103601,0.0123545763567022,728520.0,0.34842374920845,-0.0740921869874001,2.5,1.21196057868664,20874.37682915,51149280.0,18964930.0,77110.0,65867944.297715
Turkiye,TUR,84979913.0,100.0,0.984586244469359,1.5744667681167,65453229.0,-1.03223478794098,-0.244638904929161,3.4,4.49945877235265,10674.504157865,2417995000.0,63189910.0,664825570.0,1762705958.0121472
Ukraine,UKR,41048766.0,100.0,-7.61932022603164,-7.38735268313568,28700887.0,-1.94932460784912,-0.331597328186035,2.7,-22.7456813021158,4199.6708984375,1207700000.0,71069880.0,413440930.0,907978754.2197239
Uruguay,URY,3390913.0,100.0,-0.170369337727093,-0.0814844194974861,3244697.0,1.08582961559296,0.713579416275024,3.0,4.66439124923403,20818.6146091144,79727000.0,5325130.0,1075050.0,80983211.84037301
United States,USA,334017321.0,100.0,0.575744520494521,0.830027438814483,277514951.0,0.008700686506927,1.42443990707397,3.8,1.92386172915427,77860.9112908848,19841240000.0,80798320.0,3745961910.0,17713417179.450993
Uzbekistan,UZB,34938955.0,100.0,2.00999064709715,2.08729768303606,17632293.0,-0.20133601129055,-0.55031543970108,2.6,3.89199511169356,2578.66689394219,148800000.0,50737420.0,345730.0,220924407.039652
Viet Nam,VNM,99680655.0,100.0,0.750756665157789,2.60975154685066,38642203.0,-0.0461320951581001,-0.429956316947937,3.3,7.7256990880817,4147.69777213621,1363789600.0,267072320.0,2649000.0,1467893537.66511
South Africa,ZAF,62378410.0,86.5,1.41397227960081,2.13066233576154,42626286.0,-0.681386351585388,-0.185125753283501,3.7,0.480619707090057,6523.41097815853,1951000000.0,290742620.0,45821280.0,2370000943.0513
